ts,dt,hype_close,btc_close,ratio,beta,correlation,half_life,zscore_raw,raw_zscore,raw_ratio_rsi,raw_ratio_stoch_rsi,raw_ratio_macd,raw_ratio_ema_cross,raw_ratio_ema_trend,raw_ratio_vwap_dev,raw_obi_diff,raw_cvd_diff,raw_depth_skew_diff,raw_basis_diff,raw_funding_diff,sig_zscore,sig_ratio_rsi,sig_ratio_stoch_rsi,sig_ratio_macd,sig_ratio_ema_cross,sig_ratio_ema_trend,sig_ratio_vwap_dev,sig_obi_diff,sig_cvd_diff,sig_depth_skew_diff,sig_basis_diff,sig_funding_diff,weighted_sum,action,position,hype_hs_mid,btc_hs_mid,hype_bn,btc_bn,hype_funding,btc_funding
1771482300,2026-02-19 06:25:00,28.7500,67146.80,0.00042817,1.0000,0.0000,6.1,-1.5297,-1.529680,31.311386,0.000000,-0.000000,-0.257166,-0.071973,0.000000,0.000000,0.325422,0.000000,272.300618,-0.000065,0.7648,0.6230,1.0000,-0.8200,-0.2572,-0.0360,-0.0000,0.0000,1.0000,0.0000,-1.0000,0.0650,0.2017,FLAT,0.0000|0.000000,29.8575,67905.00,28.7500,67146.80,-0.000033,0.000032
1771482300,2026-02-19 06:25:00,28.7500,67146.80,0.00042817,0.8635,0.6708,6.1,-1.5297,-1.529680,31.311386,0.000000,-0.000000,-0.257166,-0.071973,0.000000,0.000000,0.325422,0.000000,272.052241,-0.000065,0.7648,0.6230,1.0000,-0.8200,-0.2572,-0.0360,-0.0000,0.0000,1.0000,0.0000,-1.0000,0.0650,0.2017,FLAT,0.0000|0.000000,29.8570,67905.50,28.7500,67146.80,-0.000033,0.000032
1771482600,2026-02-19 06:30:00,28.6820,67109.00,0.00042739,1.0000,0.0000,7.2,-1.8263,-1.826267,28.936081,0.000000,-0.000001,-0.309388,-0.121727,-0.077394,0.000000,-0.343367,0.000000,291.225921,-0.000065,0.9131,0.7021,1.0000,-0.9303,-0.3094,-0.0609,0.1548,0.0000,-1.0000,0.0000,-1.0000,0.0650,0.0721,FLAT,0.0000|0.000000,29.8575,67905.00,28.6820,67109.00,-0.000033,0.000032
1771482600,2026-02-19 06:30:00,28.6820,67109.00,0.00042739,0.8648,0.6752,7.2,-1.8263,-1.826267,28.936081,0.000000,-0.000001,-0.309388,-0.121727,-0.077394,0.000000,-0.343367,0.000000,290.977090,-0.000065,0.9131,0.7021,1.0000,-0.9303,-0.3094,-0.0609,0.1548,0.0000,-1.0000,0.0000,-1.0000,0.0650,0.0721,FLAT,0.0000|0.000000,29.8570,67905.50,28.6820,67109.00,-0.000033,0.000032
1771482900,2026-02-19 06:35:00,28.7060,67110.40,0.00042774,1.0000,0.0000,6.8,-1.6346,-1.634644,31.464768,11.625239,-0.000001,-0.332994,-0.160509,0.003305,0.000000,-0.120458,0.000000,282.733734,-0.000065,0.8173,0.6178,1.0000,-0.9058,-0.3330,-0.0803,-0.0066,0.0000,-0.4015,0.0000,-1.0000,0.0650,0.0823,FLAT,0.0000|0.000000,29.8575,67905.00,28.7060,67110.40,-0.000033,0.000032
1771482900,2026-02-19 06:35:00,28.7060,67110.40,0.00042774,0.8687,0.6770,6.8,-1.6346,-1.634644,31.464768,11.625239,-0.000001,-0.332994,-0.160509,0.003305,0.000000,-0.120458,0.000000,282.485051,-0.000065,0.8173,0.6178,1.0000,-0.9058,-0.3330,-0.0803,-0.0066,0.0000,-0.4015,0.0000,-1.0000,0.0650,0.0823,FLAT,0.0000|0.000000,29.8570,67905.50,28.7060,67110.40,-0.000033,0.000032
1771483200,2026-02-19 06:40:00,28.6670,67074.10,0.00042739,1.0000,0.0000,7.7,-1.7421,-1.742091,30.299510,6.268150,-0.000001,-0.353063,-0.198489,-0.055192,0.000000,-0.045871,0.000000,291.407949,-0.000065,0.8710,0.6567,1.0000,-0.8701,-0.3531,-0.0992,0.1104,0.0000,-0.1529,0.0000,-1.0000,0.0650,0.1253,FLAT,0.0000|0.000000,29.8575,67905.00,28.6670,67074.10,-0.000033,0.000032
1771483200,2026-02-19 06:40:00,28.6670,67074.10,0.00042739,0.8586,0.6752,7.7,-1.7421,-1.742091,30.299510,6.268150,-0.000001,-0.353063,-0.198489,-0.055192,0.000000,-0.045871,0.000000,291.158988,-0.000065,0.8710,0.6567,1.0000,-0.8701,-0.3531,-0.0992,0.1104,0.0000,-0.1529,0.0000,-1.0000,0.0650,0.1253,FLAT,0.0000|0.000000,29.8570,67905.50,28.6670,67074.10,-0.000033,0.000032
1771483500,2026-02-19 06:45:00,28.7090,67114.30,0.00042776,1.0000,0.0000,7.8,-1.5426,-1.542594,33.118175,19.226520,-0.000000,-0.351898,-0.226437,0.028025,0.000000,-0.156593,0.000000,282.234827,-0.000065,0.7713,0.5627,1.0000,-0.7509,-0.3519,-0.1132,-0.0560,0.0000,-0.5220,0.0000,-1.0000,0.0650,0.0679,FLAT,0.0000|0.000000,29.8575,67905.00,28.7090,67114.30,-0.000033,0.000032
1771483500,2026-02-19 06:45:00,28.7090,67114.30,0.00042776,0.8577,0.6750,7.8,-1.5426,-1.542594,33.118175,19.226520,-0.000000,-0.351898,-0.226437,0.028025,0.000000,-0.156593,0.000000,281.986166,-0.000065,0.7713,0.5627,1.0000,-0.7509,-0.3519,-0.1132,-0.0560,0.0000,-0.5220,0.0000,-1.0000,0.0650,0.0679,FLAT,0.0000|0.000000,29.8570,67905.50,28.7090,67114.30,-0.000033,0.000032
1771483800,2026-02-19 06:50:00,28.7550,67144.80,0.00042825,1.0000,0.0000,7.5,-1.3019,-1.301943,36.772589,36.027112,-0.000000,-0.332200,-0.243924,0.123003,0.000000,-0.544350,0.000000,270.193580,-0.000065,0.6510,0.4409,0.4658,-0.5709,-0.3322,-0.1220,-0.2460,0.0000,-1.0000,0.0000,-1.0000,0.0650,-0.0357,FLAT,0.0000|0.000000,29.8575,67905.00,28.7550,67144.80,-0.000033,0.000032
